cui,fecha,lugar,costo_directo,cluster_kmeans,cluster_dbscan,cluster_hier,anomalia_if,anomalia_dbscan,score_anomalia,indice_riesgo,nivel_riesgo,silhouette_score
2427779,2024-07-31,CHINCHO - ANGARAES - HUANCAVELICA,31668847.63,0,-1,0,0,1,0.06061425264201292,0.3864463895894723,Medio,0.4972224346635626
2507068,2025-04-02,PAUCARPATA - AREQUIPA,3903464.87,3,-1,0,0,1,0.09112936029459384,0.38538127800691263,Medio,0.43921501211901487
2524756,2024-01-31,ELEAZAR GUZMAN B. - MARISCAL LUZURRIAGA - ANCASH,7306940.54,0,-1,0,0,1,0.0567473457652532,0.38489525124071383,Medio,0.4513535445225642
2589308,2024-07-07,CONCHUCOS,15496737.64,3,-1,0,0,1,0.07097160077571252,0.384294576447621,Medio,0.48055255650818485
2450605,2025-02-03,CHACHAPOYAS - CHACHAPOYAS - AMAZONAS,1002316.32,3,-1,0,0,1,0.07054692248704408,0.38371356224483993,Medio,0.5040783704444131
14,2025-04-01,CUTERVO - CUTERVO - CAJAMARCA,21394193.04,0,-1,0,0,1,0.05851065253683285,0.38278068486055855,Medio,0.4286638707998843
2479594,2025-12-03,YANATILE - CALCA - CUSCO,8698886.49,3,-1,0,0,1,0.06783073650348925,0.38147497989464685,Medio,0.4968891865866979
2154539,2025-11-02,CATILLUC - SAN MIGUEL - CAJAMARCA,4450223.62,1,-1,0,0,1,0.07447176992147991,0.379056980718051,Medio,0.5055039258679351
2103597,2024-02-22,CHACHAPOYAS - CHACHAPOYAS - AMAZONAS,9058788.34,3,-1,0,0,1,0.10038804492961595,0.37900732227054423,Medio,0.4019356844763535
2033226,2025-12-12,MARCARA,4687101.4,3,-1,0,0,1,0.07873776873978433,0.37698114916061926,Medio,0.47686469307770074
2023418,2024-05-13,CHACHAPOYAS - CHACHAPOYAS - AMAZONAS,1232317.49,3,-1,0,0,1,0.07681889604827224,0.37686069913276576,Medio,0.5188049433638376
2089139,2024-07-26,SAPALLANGA - HUANCAYO - JUNIN,6886098.98,0,-1,0,0,1,0.051155280223558475,0.37479018340947556,Medio,0.5292045514098297
2102803,2024-07-01,HUARMEY,616155.51,3,-1,0,0,1,0.08149970813809576,0.3734001581082496,Medio,0.4824121710940747
2563189,2024-02-26,PUERTO BERMUDEZ - OXAPAMPA - PASCO,2648666.93,3,-1,0,0,1,0.08729526233411378,0.3722193723237461,Medio,0.4595272280341507
2035914,2025-11-30,CHINCHA ALTA - CHINCHA -ICA,3382290.82,0,-1,0,0,1,0.06109810387735648,0.371797012740436,Medio,0.5404864802626426
2007453,2024-10-20,PALCAZU - OXAPAMPA - PASCO,5568241.49,3,-1,0,0,1,0.09513173816071974,0.3701513816374137,Medio,0.4477439107130736
2571156,2024-07-30,YURIMAGUAS - ALTO AMAZONAS - LORETO,1003511.58,1,-1,0,0,1,0.0760250030928109,0.36873938799682576,Medio,0.5231677940800766
2050280,2024-09-25,MARISCAL LUZURIAGA,1343023.71,1,-1,0,0,1,0.09070107343897338,0.3681372871786841,Medio,0.4885380282141757
2087733,2024-03-22,RIO TAMBO,9884519.14,1,-1,0,0,1,0.09348437567184903,0.3671516815960533,Medio,0.4482922019454213
2535358,2025-04-12,CUTERVO - CUTERVO - CAJAMARCA,23263378.54,1,-1,0,0,1,0.08346807186102229,0.3667874891202564,Medio,0.48764408867254044
2478596,2025-05-06,CALLAYUC Y SANTA CRUZ - CUTERVO - CAJAMARCA,2882921.32,3,-1,0,0,1,0.09235120786491596,0.36582450153438606,Medio,0.45924088264544555
2537343,2024-09-01,INDEPENDENCIA - HUARAZ - ANCASH,1309986.53,1,-1,0,0,1,0.07913156329459642,0.3656213055018992,Medio,0.5197689340472421
2235904,2025-03-01,HUARAL - HUARAL - LIMA,4136529.43,0,-1,0,0,1,0.06946312583269004,0.36454468089751946,Medio,0.4953143325606315
2140349,2025-12-01,RIO TAMBO,9330745.02,3,-1,0,0,1,0.0831317067355361,0.3645080417753309,Medio,0.5053738688080606
2566620,2025-11-02,SAN FRANCISCO DE ASIS DE YARUSYACAN - PASCO - PASCO,13539032.2,1,-1,0,0,1,0.07178388308035216,0.3642583782868174,Medio,0.5382016401017587
2027977,2024-11-16,CHILCAYOC - SUCRE - AYACUCHO,18148826.94,1,-1,0,0,1,0.07833437349015915,0.3637119638657547,Medio,0.49376469297746095
2637201,2025-12-27,PUERTO BERMUDEZ - OXAPAMPA - PASCO,2976722.19,0,-1,0,0,1,0.06082068898322185,0.36196681857889257,Medio,0.5244357848274683
2409546,2025-07-13,INDEPENDENCIA - HUARAZ - ANCASH,6052855.64,3,-1,0,0,1,0.09425673514253913,0.36190630480787955,Medio,0.48653544608546173
2206230,2025-03-14,PAUCARPATA - AREQUIPA,11397942.39,3,-1,0,0,1,0.10499714194191101,0.3597456913177048,Medio,0.45423201822984605
2397381,2024-11-20,HUABAL - JAEN - CAJAMARCA,4580559.6,1,-1,0,0,1,0.07950474161879773,0.3593715151277317,Medio,0.5267051116916083
2573568,2024-09-01,NINABAMBA - SANTA CRUZ - CAJAMARCA,2942967.62,0,-1,0,0,1,0.07045661319379914,0.35921295170425466,Medio,0.5426765339780394
2225347,2025-08-15,YAURISQUE - PARURO - CUSCO,2209891.83,1,-1,0,0,1,0.09449802078435243,0.3590427454341319,Medio,0.4928197762445096
2459340,2025-12-02,SOCABAYA - AREQUIPA - AREQUIPA,5856635.41,3,-1,0,0,1,0.09431438029133488,0.3589249620519316,Medio,0.48467943711087563
2304659,2024-01-21,CHINCHA ALTA - CHINCHA -ICA,2906178.83,3,-1,0,0,1,0.0827382687485137,0.35764083390948304,Medio,0.49224309319240983
2239769,2025-08-20,CHANCAY - HUARAL - LIMA,14694446.51,0,-1,0,0,1,0.06585099822635265,0.356793639522999,Medio,0.48263912292736155
2152468,2025-07-21,ELEAZAR GUZMAN B. - MARISCAL LUZURRIAGA - ANCASH,7104910.19,0,-1,0,0,1,0.07023862635786549,0.3567045900737311,Medio,0.4711123495563104
2152468,2025-07-21,MARISCAL LUZURIAGA,7104910.19,0,-1,0,0,1,0.07023862635786549,0.3567045900737311,Medio,0.4711123495563104
54,2024-09-12,RIO NEGRO - SATIPO - JUNIN,9133531.79,3,-1,0,0,1,0.10516468471792362,0.35665839729866544,Medio,0.4706155442332879
73,2024-09-12,RIO NEGRO - SATIPO - JUNIN,9133531.79,3,-1,0,0,1,0.10516468471792362,0.35663419749519865,Medio,0.47066721701872155
2428818,2024-10-08,PIURA - PIURA,12079670.98,3,-1,0,0,1,0.08198514373373461,0.35648555786060976,Medio,0.526060277835853
2471752,2024-08-13,CHIMBOTE - SANTA - ANCASH,5930142.07,0,-1,0,0,1,0.06169978131999915,0.3559878265796227,Medio,0.48772050811200773
2239032,2024-09-07,YUNGAR - CARHUAZ - ANCASH,8451809.73,0,-1,0,0,1,0.06918540320448402,0.35485065918305864,Medio,0.47587052995160417
2388514,2025-01-31,ATALAYA,3834621.1,3,-1,0,0,1,0.08486686522623177,0.35480980957230224,Medio,0.47148207151298444
2173889,2025-12-03,PAMPAS CHICO - RECUAY - ANCASH,2879459.94,3,-1,0,0,1,0.07482212758401152,0.3538165913951975,Medio,0.5076029239465526
2041446,2025-12-20,HUARMEY,9239888.53,1,-1,0,0,1,0.08502754531418971,0.3529931655338059,Medio,0.5108074561494375
2394822,2024-06-28,OXAPAMPA,3226971.67,3,-1,0,0,1,0.0745846210231439,0.35221814451978106,Medio,0.5130870020086178
2511611,2025-09-06,CCOLLPACCASA-YAULI,7899790.25,0,-1,0,0,1,0.07217998117238933,0.35180848021770883,Medio,0.47680597239689676
2220089,2025-08-10,CHILCAYOC - SUCRE - AYACUCHO,9084668.43,3,-1,0,0,1,0.08054378897097764,0.3491058465559989,Medio,0.5257206750017739
2493448,2024-07-01,SOCABAYA - AREQUIPA - AREQUIPA,1655189.83,3,-1,0,0,1,0.09866023673871249,0.3489802277174739,Medio,0.49522803570541163
2096475,2025-09-01,HUARAZ - HUARAZ - ANCASH,2672833.62,3,-1,0,0,1,0.0994384404003264,0.34835532071414693,Medio,0.4931288282753361
2065983,2024-12-26,SANTA ROSA - MELGAR - PUNO,7505733.51,1,-1,0,0,1,0.09788039302498236,0.34801526995222165,Medio,0.5008042832167356
2526984,2025-09-09,INDEPENDENCIA - HUARAZ - ANCASH,3051446.28,1,-1,0,0,1,0.09152896672379396,0.347977847657087,Medio,0.5140319316993816
2156458,2025-11-15,OXAPAMPA,3301918.97,0,-1,0,0,1,0.06274891912957209,0.3475341359281779,Medio,0.553716884651876
2393100,2025-12-30,UTCO - CELENDIN - CAJAMARCA,3418460.32,0,-1,0,0,1,0.07548679966466337,0.3473415522565082,Medio,0.5070195707482554
2009448,2025-05-23,ANDAMARCA - CONCEPCIÃN - JUNÃN,1369019.15,3,-1,0,0,1,0.08590104273286048,0.3470214170950544,Medio,0.5346943456084644
2582443,2025-07-21,SANTA ROSA - MELGAR - PUNO,7967699.09,0,-1,0,0,1,0.06615713153063596,0.34688658804065653,Medio,0.5002853679167896
2050115,2024-07-01,SANTA MARIA DEL VALLE - HUANUCO,4303546.61,0,-1,0,0,1,0.06651818785393965,0.3467377124196597,Medio,0.5451411135294251
2198952,2025-08-01,MARCARA,5505382.21,1,-1,0,0,1,0.0891727391142953,0.3465243419522829,Medio,0.5124351924075299
2682728,2025-11-05,EL TAMBO,2237442.43,1,-1,0,0,1,0.0946406487593835,0.34544909751607283,Medio,0.5162564560207739
2543729,2025-06-10,NINABAMBA - SANTA CRUZ - CAJAMARCA,9759825.97,3,-1,0,0,1,0.10515922907556696,0.3452934238602888,Medio,0.4984409358429277
2372375,2025-09-01,SOCABAYA - AREQUIPA,784429.99,3,-1,0,0,1,0.10022651923979276,0.3443028587669157,Medio,0.4992146776757446
2324717,2024-04-24,ELEAZAR GUZMAN B. - MARISCAL LUZURRIAGA - ANCASH,11360649.79,0,-1,0,0,1,0.08130736217427759,0.34399133734832565,Medio,0.4808257909979855
19,2025-03-20,ANDAMARCA - CONCEPCIÃN - JUNÃN,3362164.79,3,-1,0,0,1,0.0946388914416908,0.34256162565713244,Medio,0.4860290529415197
77,2025-03-20,ANDAMARCA,3362164.79,3,-1,0,0,1,0.0946388914416908,0.34256162565713244,Medio,0.4860290529415197
67,2025-03-20,ANDAMARCA - CONCEPCION - JUNIN,3362164.79,3,-1,0,0,1,0.0946388914416908,0.34256162565713244,Medio,0.4860290529415197
2336468,2024-08-06,LEONARDO ORTIZ - CHICLAYO - LAMBAYEQUE,10400423.78,3,-1,0,0,1,0.10827530037152988,0.3418470232973194,Medio,0.49531774733422274
15,2025-04-01,CUTERVO - CUTERVO - CAJAMARCA,11054878.08,1,-1,0,0,1,0.11124083029819026,0.3412916891174292,Medio,0.46190913554240337
2069949,2025-04-13,CHINCHO - ANGARAES - HUANCAVELICA,12537519.99,3,-1,0,0,1,0.08958225567105388,0.33932962500826613,Medio,0.5437919156194397
2137034,2025-03-22,PIURA - PIURA,7653387.17,1,-1,0,0,1,0.10030284048530713,0.3387759273969866,Medio,0.5167588113675667
2533483,2024-10-07,HUARAL - HUARAL - LIMA,1537559.72,3,-1,0,0,1,0.09199950779969035,0.33697948104862724,Medio,0.5284823172488378
2140496,2025-04-13,ABANCAY - APURIMAC,6799984.27,3,-1,0,0,1,0.10928565791742806,0.33615036870067516,Medio,0.4821439810769443
76,2024-06-13,HUARAL - HUARAL - LIMA,4137120.92,0,-1,0,0,1,0.07938286465809086,0.33613839684147445,Medio,0.525508586397071
2198664,2025-07-18,CATILLUC - SAN MIGUEL - CAJAMARCA,10860960.17,3,-1,0,0,1,0.09328746204105642,0.33492797200187274,Medio,0.5153791868788596
31,2024-06-03,HUARAZ - HUARAZ - ANCASH,1588707.0,3,-1,0,0,1,0.10305799197897836,0.32899455647592674,Medio,0.5052812278477599
66,2024-08-20,YANATILE - CALCA - CUSCO,3339812.75,1,-1,0,0,1,0.0885731906642081,0.32858529237016176,Medio,0.5488288101533049
2061314,2025-05-27,PIURA - PIURA,15994267.49,0,-1,0,0,1,0.07560426713356788,0.3282824243839858,Medio,0.5069922070873297
2236743,2024-03-29,PAUCARPATA - AREQUIPA,8268124.24,3,-1,0,0,1,0.11364464165680238,0.32766767100517197,Medio,0.4686036906674874
2153308,2024-06-14,OROPESA - QUISPICANCHI - CUSCO,6473220.93,3,-1,0,0,1,0.11400716195345961,0.32727388369985944,Medio,0.49554280692481256
30,2024-08-20,YANATILE - CALCA - CUSCO,3337987.83,1,-1,0,0,1,0.08795577329968479,0.32677068982228663,Medio,0.5511913958734359
2487685,2024-09-16,MARISCAL LUZURIAGA,4299546.3,3,-1,0,0,1,0.09289748329737013,0.3266561453608902,Medio,0.5071253014276197
2101667,2025-09-07,PUERTO BERMUDEZ - OXAPAMPA - PASCO,10476275.09,3,-1,0,0,1,0.10234419547296097,0.32472591693275543,Medio,0.539505947207166
2312507,2025-07-20,PIURA - PIURA - PIURA,9197609.6,3,-1,0,0,1,0.09327046666032685,0.3226157543371694,Medio,0.5374570740993306
2352324,2024-01-02,CUPI - MELGAR - PUNO,0.0,3,-1,0,0,1,0.11193578624582717,0.319697024809837,Medio,0.507523277274133
2306177,2024-03-01,SAN JUAN DE RONTOY,7755043.33,3,-1,0,0,1,0.09527223541716529,0.3196490701191115,Medio,0.5454875348885172
2441279,2024-08-14,HUARMACA - HUANCABAMBA - PIURA,3051492.37,0,-1,0,0,1,0.08898969763271658,0.31918985131133915,Medio,0.5424520335354741
24,2024-11-13,CHACHAPOYAS - CHACHAPOYAS - AMAZONAS,7781992.11,1,-1,0,0,1,0.10967431651017334,0.317659332773773,Medio,0.5287742524533029
2569454,2025-07-01,CHILCAYOC - SUCRE - AYACUCHO,3247305.92,3,-1,0,0,1,0.11048180487388398,0.3173034922428369,Medio,0.490685074079629
2573607,2025-07-08,ANDAMARCA - CONCEPCIÃN - JUNÃN,3340619.38,1,-1,0,0,1,0.09932384718810927,0.3169236176565775,Medio,0.5537515532966377
2090375,2024-07-13,CUJILLO - CUTERVO - CAJAMARCA,1892057.93,3,-1,0,0,1,0.09431709319748882,0.31559592406273174,Medio,0.5511535002924054
2092694,2025-10-27,BARRANCA,3225032.08,0,-1,0,0,1,0.0914840073956289,0.3119815536983316,Medio,0.5322012747150302
2446087,2025-08-13,SAN FRANCISCO DE ASIS DE YARUSYACAN - PASCO - PASCO,10050695.91,1,-1,0,0,1,0.10870613948909713,0.30969344317504965,Medio,0.5347349720003286
2340221,2025-06-10,MARCARA,6334822.61,3,-1,0,0,1,0.12360841503643477,0.3082853578460136,Medio,0.48743546394354914
2561587,2025-06-05,RIO TAMBO,3627230.46,0,-1,0,0,1,0.08670897466719762,0.3073945625331732,Medio,0.564037061870992
2188492,2024-06-13,ABANCAY - APURIMAC,6194993.97,1,-1,0,0,1,0.12086056639268189,0.30039307171489205,Medio,0.5216223084689298
2450396,2024-04-07,SAN FRANCISCO DE ASIS DE YARUSYACAN - PASCO - PASCO,18800655.36,3,-1,0,0,1,0.10772643049960412,0.29913429605192093,Bajo,0.5498308694528384
2160993,2024-05-15,INDEPENDENCIA - HUARAZ - ANCASH,2856648.9,0,-1,0,0,1,0.09771679734156397,0.2971687931397789,Bajo,0.5583915249410162
2621380,2024-06-17,ANDAMARCA,4197437.79,0,-1,0,0,1,0.09575187255962986,0.28884674987481856,Bajo,0.5589327015478706
2126765,2024-05-07,CHANCAY - HUARAL - LIMA,2754184.97,0,-1,0,0,1,0.10647703380902085,0.28028021402727,Bajo,0.5616227711389938
2483346,2025-06-18,MARCARA - CARHUAZ - ANCASH,936982.76,3,4,0,0,0,0.0626298361078606,0.18165996719532254,Bajo,0.40279251105272035
2483346,2025-06-18,MARCARA - CARHUAZ - ANCASH,936982.76,3,4,0,0,0,0.061715559559318844,0.17911512757259265,Bajo,0.4116284686124022
2653058,2025-10-27,HUARAZ - HUARAZ - ANCASH,1044717.59,1,4,0,0,0,0.05442938251564822,0.17037657258031108,Bajo,0.457300484294454
2395295,2024-07-29,HUARMEY,1171903.32,3,4,0,0,0,0.06197662635370488,0.1674744960571343,Bajo,0.4466422104370127
2567572,2025-07-14,YUNGAR - CARHUAZ - ANCASH,1037035.69,1,4,0,0,0,0.06817671302491046,0.15492511511037488,Bajo,0.45204940993698783
2677281,2024-03-23,ANDAMARCA - CONCEPCION - JUNIN,8999558.81,3,1,0,0,0,0.07740485751536447,0.1370285156306042,Bajo,0.46977073710112444
2413157,2024-03-30,CHANCAY - HUARAL - LIMA,9872320.2,3,1,0,0,0,0.07934528988980255,0.1354905090853453,Bajo,0.46084854988864316
28,2024-02-15,NINABAMBA - SANTA CRUZ - CAJAMARCA,5814742.98,3,0,0,0,0,0.08635843344497462,0.13356315909722272,Bajo,0.44794485554508384
26,2024-02-15,NINABAMBA - SANTA CRUZ - CAJAMARCA,5814742.98,3,0,0,0,0,0.08635843344497462,0.13356315909722272,Bajo,0.44794485554508384
2452285,2025-02-25,CUPI - MELGAR - PUNO,5728503.22,3,0,0,0,0,0.09484613235931477,0.13222322617391277,Bajo,0.4392614627093519
2681552,2025-02-17,OROPESA - QUISPICANCHI - CUSCO,12841976.42,3,1,0,0,0,0.07595322022589279,0.12418350852542442,Bajo,0.5023145243924757
2300534,2025-03-21,CHINCHO - ANGARAES - HUANCAVELICA,2812660.31,3,0,0,0,0,0.09660460272843424,0.12299720405140402,Bajo,0.44914328915573354
2095136,2025-02-11,SAN VICENTE DE CAÃETE - CAÃETE - LIMA,3405235.73,3,0,0,0,0,0.09368326902871388,0.12184513963830056,Bajo,0.4636345884173022
2300534,2025-03-21,CHINCHO - ANGARAES - HUANCAVELICA,2509257.95,3,0,0,0,0,0.09600533498450053,0.11995573289276781,Bajo,0.46507116933019144
2381212,2025-08-01,EL TAMBO,911618.54,3,3,0,0,0,0.08576126235835058,0.11080865513886037,Bajo,0.5005959536796705
2436253,2025-09-02,YANATILE - CALCA - CUSCO,2824770.7,3,3,0,0,0,0.0863999665302978,0.11014766467752288,Bajo,0.5022645681072514
21,2025-01-10,YAURISQUE - PARURO - CUSCO,10622270.49,3,1,0,0,0,0.08552833693781026,0.10387775669935771,Bajo,0.5125246361270558
20,2025-01-10,YAURISQUE - PARURO - CUSCO,10622270.49,3,1,0,0,0,0.08552833693781026,0.10387775669935771,Bajo,0.5125246361270558
2426208,2024-02-19,YANATILE - CALCA - CUSCO,12310077.27,3,1,0,0,0,0.07772817804944016,0.1038105064394897,Bajo,0.532002436785006
2036779,2024-02-18,ANDAMARCA - CONCEPCIÃN - JUNÃN,13574314.65,3,1,0,0,0,0.0972661888382148,0.09629120932124804,Bajo,0.5087754882528501
2339330,2025-01-31,TAPUC - DANIEL ALCIDES CARRION - PASCO,10031205.34,3,1,0,0,0,0.08395309309076837,0.09576131788868639,Bajo,0.5357571820105728
2665573,2024-04-13,ICA - ICA,10964359.05,3,1,0,0,0,0.09069005651196937,0.08989950111913989,Bajo,0.5272491715593393
2319672,2025-10-15,CUTERVO - CUTERVO - CAJAMARCA,420670.93,3,2,0,0,0,0.10025951870581684,0.08501225438308047,Bajo,0.5097001056122394
2517099,2025-06-01,SANTA MARIA DEL VALLE - HUANUCO,3453017.9,3,3,0,0,0,0.08896403417238236,0.08300023402574577,Bajo,0.5478406882197804
2426677,2025-05-21,SAPALLANGA - HUANCAYO - JUNIN,7471508.91,3,1,0,0,0,0.09047924323740131,0.08241916690863045,Bajo,0.549250888848144
2528793,2024-08-20,BARRANCA,1818836.72,3,2,0,0,0,0.10507908349084338,0.08151727515316748,Bajo,0.5085410821401356
2235414,2025-06-08,LEONARDO ORTIZ - CHICLAYO - LAMBAYEQUE,4096290.75,3,3,0,0,0,0.09349694243087159,0.08103088315998727,Bajo,0.5358884251268841
2256052,2025-04-13,YAURISQUE - PARURO - CUSCO,7844259.36,3,1,0,0,0,0.09175315716680899,0.0803336107293092,Bajo,0.5472723032210829
2517099,2025-06-01,SANTA MARIA DEL VALLE - HUANUCO,3453017.8,3,3,0,0,0,0.09156651018792661,0.08014643469527404,Bajo,0.5478406924806533
2183832,2025-06-14,CUPI - MELGAR - PUNO,5445182.94,3,2,0,0,0,0.10395869787850665,0.07662451922439155,Bajo,0.525917381418278
2509673,2025-04-03,EMILIO SAN MARTIN - REQUENA - LORETO,2910256.28,3,2,0,0,0,0.10529164812296699,0.07316427573791023,Bajo,0.5307753144271778
2092999,2025-08-09,ALBARRACIN - TACNA,505731.87,3,2,0,0,0,0.10210365797001347,0.06709647551169777,Bajo,0.5292391740524274
2563710,2025-04-15,ANDAMARCA,4877582.34,3,2,0,0,0,0.11013208445111838,0.06626408337122741,Bajo,0.5351946836133848
2409376,2025-04-26,CUPI - MELGAR - PUNO,574664.78,3,2,0,0,0,0.11531007176834618,0.06031709153167131,Bajo,0.5426239369806689
2296642,2024-06-02,UTICYACU,573733.08,3,2,0,0,0,0.1125154857541007,0.05874644582942342,Bajo,0.5139101110961214
2097157,2025-07-17,RIO TAMBO,7299511.94,3,2,0,0,0,0.10771803829732157,0.05730927459493884,Bajo,0.5514451684124203
2523875,2024-04-12,PUERTO BERMUDEZ - OXAPAMPA - PASCO,11669019.34,3,1,0,0,0,0.10465925728642544,0.054755531961536964,Bajo,0.5656377090697233
72,2024-07-31,CATILLUC - SAN MIGUEL - CAJAMARCA,3726037.25,3,2,0,0,0,0.11765118153920884,0.054222554180480054,Bajo,0.5367518045904359
2527490,2025-07-12,PALCAZU - OXAPAMPA - PASCO,7318027.72,3,2,0,0,0,0.11695105713347026,0.053450678711038604,Bajo,0.534094636119478
2601374,2025-06-09,CUJILLO - CUTERVO - CAJAMARCA,445063.59,3,2,0,0,0,0.11580160527066197,0.052470115384031124,Bajo,0.5336659283430999
2503434,2025-05-18,CONCHUCOS,388226.51,3,2,0,0,0,0.11292953598970173,0.05176140594695677,Bajo,0.5382822066345772
2458763,2024-07-19,SOCABAYA - AREQUIPA - AREQUIPA,614917.41,3,2,0,0,0,0.11901343904444828,0.04624909607620155,Bajo,0.5303545713972726
2376004,2024-06-04,HUARMEY,0.0,3,2,0,0,0,0.12929943969479246,0.026823878756276,Bajo,0.5514275708239531
2551913,2024-06-15,BARRANCA - MARAÃON - LORETO,0.0,3,2,0,0,0,0.12929943969479246,0.026823878756276,Bajo,0.5514275708239531
